1635751497.6599061,3,-64,90,63,63,98.41269841269843,-6.769881767673709
1635751497.6599061,2,1,90,63,62,100.00000000000001,0.1062743078657994
1635751497.6599061,9,-131,91,64,64,96.87500000000001,-13.657275522629282
1635751497.6599061,15,135,90,66,63,98.41269841269843,14.05798553291573
1635751497.6599061,7,-262,93,64,64,96.87500000000001,-25.91825677320866
1635751497.6599061,8,-196,92,66,64,96.87500000000001,-19.978654404768985
1635751497.6599061,14,202,90,65,65,95.3846153846154,20.53983965738927
1635751497.6599061,1,66,89,63,63,98.41269841269843,6.979385101571969
1635751497.6599061,13,268,89,67,65,95.3846153846154,26.43182263135065
1635751499.1957576,7,-262,93,64,64,96.87500000000001,-25.91825677320866
1635751499.1957576,3,-64,90,63,63,98.41269841269843,-6.769881767673709
1635751499.1957576,15,135,90,66,63,98.41269841269843,14.05798553291573
1635751499.1957576,2,1,90,63,62,100.00000000000001,0.1062743078657994
1635751499.1957576,8,-196,92,66,64,96.87500000000001,-19.978654404768985
1635751499.1957576,9,-131,91,65,65,95.3846153846154,-13.657275522629282
1635751499.1957576,1,66,89,64,63,98.41269841269843,6.979385101571969
1635751499.1957576,13,268,89,67,65,95.3846153846154,26.43182263135065
1635751499.7852798,3,-64,90,63,63,98.41269841269843,-6.769881767673709
1635751499.7852798,7,-262,93,64,64,96.87500000000001,-25.91825677320866
1635751499.7852798,15,135,90,66,63,98.41269841269843,14.05798553291573
1635751499.7852798,2,1,90,63,62,100.00000000000001,0.1062743078657994
1635751499.7852798,8,-196,92,66,64,96.87500000000001,-19.978654404768985
1635751499.7852798,1,66,90,65,64,96.87500000000001,6.979385101571969
1635751499.7852798,13,268,89,67,65,95.3846153846154,26.43182263135065
1635751500.4038074,3,-64,90,63,64,96.87500000000001,-6.769881767673709
1635751500.4038074,7,-262,93,64,64,96.87500000000001,-25.91825677320866
1635751500.4038074,2,1,90,62,62,100.00000000000001,0.1062743078657994
1635751500.4038074,8,-196,92,66,64,96.87500000000001,-19.978654404768985
1635751500.4038074,14,203,90,66,65,95.3846153846154,20.632974678473587
1635751500.4038074,1,66,89,64,63,98.41269841269843,6.979385101571969
1635751500.4038074,15,135,90,66,63,98.41269841269843,14.05798553291573
1635751500.4038074,13,268,89,67,65,95.3846153846154,26.43182263135065
1635751501.066619,7,-262,93,64,64,96.87500000000001,-25.91825677320866
