1635751750.5726585,10,20,94,78,79,78.48101265822785,2.124514387441452
1635751750.5726585,11,101,94,82,80,77.50000000000001,10.610727614582158
1635751750.5726585,12,185,94,87,81,76.54320987654322,18.939409542593506
1635751750.5726585,16,272,94,89,82,75.60975609756099,26.771681119286118
1635751751.3800485,10,19,95,77,78,79.4871794871795,2.018378836856321
1635751751.3800485,11,100,94,83,80,77.50000000000001,10.508022140232413
1635751751.3800485,12,185,94,87,81,76.54320987654322,18.939409542593506
1635751751.3800485,16,272,94,89,82,75.60975609756099,26.771681119286118
1635751751.7991664,10,20,95,78,78,79.4871794871795,2.124514387441452
1635751751.7991664,11,100,94,83,80,77.50000000000001,10.508022140232413
1635751751.7991664,16,272,94,89,82,75.60975609756099,26.771681119286118
1635751751.7991664,12,185,94,87,81,76.54320987654322,18.939409542593506
1635751752.3131113,10,20,94,78,79,78.48101265822785,2.124514387441452
1635751752.3131113,11,100,94,83,80,77.50000000000001,10.508022140232413
1635751752.3131113,12,185,94,87,81,76.54320987654322,18.939409542593506
1635751752.3131113,16,272,94,89,82,75.60975609756099,26.771681119286118
1635751752.8254979,10,20,94,78,79,78.48101265822785,2.124514387441452
1635751752.8254979,11,101,94,82,80,77.50000000000001,10.610727614582158
1635751752.8254979,12,185,94,87,81,76.54320987654322,18.939409542593506
1635751752.8254979,16,273,94,90,82,75.60975609756099,26.856330020488013
1635751753.368866,10,20,95,78,78,79.4871794871795,2.124514387441452
1635751753.368866,11,100,94,83,80,77.50000000000001,10.508022140232413
1635751753.368866,12,185,94,87,81,76.54320987654322,18.939409542593506
1635751753.368866,16,272,94,89,82,75.60975609756099,26.771681119286118
1635751753.8533268,10,20,95,78,78,79.4871794871795,2.124514387441452
1635751753.8533268,11,100,94,83,80,77.50000000000001,10.508022140232413
1635751753.8533268,12,185,94,87,81,76.54320987654322,18.939409542593506
1635751753.8533268,16,272,94,89,82,75.60975609756099,26.771681119286118
1635751754.3121376,10,20,95,78,78,79.4871794871795,2.124514387441452
1635751754.3121376,11,101,94,82,80,77.50000000000001,10.610727614582158
1635751754.3121376,16,272,94,89,82,75.60975609756099,26.771681119286118
1635751754.3121376,12,185,94,87,81,76.54320987654322,18.939409542593506
1635751754.8230124,10,20,95,78,78,79.4871794871795,2.124514387441452
1635751754.8230124,11,100,94,83,80,77.50000000000001,10.508022140232413
1635751754.8230124,16,273,94,90,82,75.60975609756099,26.856330020488013
1635751754.8230124,12,185,94,87,81,76.54320987654322,18.939409542593506
1635751755.2932127,10,20,94,78,79,78.48101265822785,2.124514387441452
1635751755.2932127,11,100,94,83,80,77.50000000000001,10.508022140232413
1635751755.2932127,16,272,94,89,82,75.60975609756099,26.771681119286118
1635751755.2932127,12,185,94,87,81,76.54320987654322,18.939409542593506
1635751755.7620764,10,20,94,78,79,78.48101265822785,2.124514387441452
1635751755.7620764,11,100,94,83,80,77.50000000000001,10.508022140232413
1635751755.7620764,16,272,94,89,82,75.60975609756099,26.771681119286118
1635751755.7620764,12,185,94,87,81,76.54320987654322,18.939409542593506
1635751756.2244437,10,19,95,77,78,79.4871794871795,2.018378836856321
1635751756.2244437,11,101,94,82,81,76.54320987654322,10.610727614582158
1635751756.2244437,16,272,94,89,82,75.60975609756099,26.771681119286118
1635751756.2244437,12,185,94,87,81,76.54320987654322,18.939409542593506
1635751756.7063854,11,100,94,83,81,76.54320987654322,10.508022140232413
1635751756.7063854,16,272,94,89,82,75.60975609756099,26.771681119286118
1635751756.7063854,12,185,94,87,81,76.54320987654322,18.939409542593506
1635751757.1903937,10,20,95,78,78,79.4871794871795,2.124514387441452
1635751757.1903937,11,100,94,83,81,76.54320987654322,10.508022140232413
1635751757.1903937,12,185,94,87,81,76.54320987654322,18.939409542593506
1635751757.1903937,16,272,94,89,82,75.60975609756099,26.771681119286118
1635751757.6777046,10,20,95,78,78,79.4871794871795,2.124514387441452
1635751757.6777046,11,101,94,82,80,77.50000000000001,10.610727614582158
1635751757.6777046,12,185,94,87,81,76.54320987654322,18.939409542593506
1635751757.6777046,16,272,94,89,82,75.60975609756099,26.771681119286118
1635751758.1400404,10,20,95,78,78,79.4871794871795,2.124514387441452
1635751758.1400404,11,100,94,83,81,76.54320987654322,10.508022140232413
1635751758.1400404,16,272,94,89,82,75.60975609756099,26.771681119286118
1635751758.1400404,12,185,94,87,81,76.54320987654322,18.939409542593506
1635751758.618145,10,19,95,77,78,79.4871794871795,2.018378836856321
1635751758.618145,11,100,94,83,80,77.50000000000001,10.508022140232413
1635751758.618145,12,185,94,87,81,76.54320987654322,18.939409542593506
1635751758.618145,16,272,94,89,82,75.60975609756099,26.771681119286118
1635751759.1252217,10,20,95,78,78,79.4871794871795,2.124514387441452
1635751759.1252217,11,100,94,83,81,76.54320987654322,10.508022140232413
1635751759.1252217,16,272,94,89,82,75.60975609756099,26.771681119286118
1635751759.1252217,12,185,94,87,81,76.54320987654322,18.939409542593506
1635751759.6305203,10,20,95,78,78,79.4871794871795,2.124514387441452
1635751759.6305203,11,100,94,83,80,77.50000000000001,10.508022140232413
1635751759.6305203,16,272,94,89,82,75.60975609756099,26.771681119286118
1635751759.6305203,12,185,94,87,81,76.54320987654322,18.939409542593506
1635751760.132581,10,19,94,77,79,78.48101265822785,2.018378836856321
1635751760.132581,11,100,94,83,81,76.54320987654322,10.508022140232413
1635751760.132581,16,272,94,89,82,75.60975609756099,26.771681119286118
1635751760.132581,12,185,94,87,81,76.54320987654322,18.939409542593506
1635751760.6085193,10,20,95,78,78,79.4871794871795,2.124514387441452
