1635751782.5196555,0.3,0.0
1635751783.021438,0.3,0.3
1635751783.5232954,0.18,0.3
1635751784.0249782,0.18,0.3
1635751784.526766,0.3,0.3
1635751785.0284731,0.3,0.3
1635751785.5300083,0.18,0.3
1635751786.031551,0.3,0.3
1635751786.5331354,0.3,0.3
1635751787.034748,0.3,0.3
1635751787.5364487,0.18,0.3
1635751788.0381522,0.3,0.3
1635751788.5397801,0.3,0.3
1635751789.0413618,0.3,0.18
1635751789.5429573,0.3,0.3
1635751790.0447538,0.18,0.3
1635751790.5469513,0.18,0.3
1635751791.0486007,0.18,0.3
1635751791.5502794,0.3,0.3
1635751792.0519314,0.0375,0.3
1635751792.5541213,0.0375,0.3
1635751793.0563571,0.18,0.3
1635751793.5589826,0.0375,0.3
1635751794.0610354,0.18,0.3
1635751794.5626686,0.18,0.3
1635751795.064632,0.0375,0.3
1635751795.5662417,0.18,0.3
1635751796.06795,0.11249999999999999,0.3
1635751796.570475,0.11249999999999999,0.3
1635751797.0726914,0.18,0.3
1635751797.5746999,0.11249999999999999,0.3
1635751798.0767744,0.18,0.3
1635751798.5786455,0.18,0.3
1635751799.0802522,0.135,0.3
1635751799.581897,0.18,0.3
1635751800.0831492,0.3,0.3
1635751800.5848145,0.18,0.3
1635751801.0868635,0.18,0.3
1635751801.5889828,0.3,0.3
1635751802.0913646,0.18,0.3
1635751802.5937104,0.18,0.3
1635751803.0952678,0.3,0.18
1635751803.59695,0.3,0.3
1635751804.098722,0.3,0.3
1635751804.6004183,0.3,0.3
1635751805.1019998,0.3,0.3
1635751805.6032035,0.18,0.3
1635751806.1049309,0.18,0.3
1635751806.606607,0.3,0.0375
1635751807.108358,0.3,0.18
1635751807.6101773,0.18,0.3
1635751808.111937,0.3,0.3
1635751808.613974,0.18,0.3
1635751809.115585,0.11249999999999999,0.3
1635751809.6177638,0.135,0.3
1635751810.1203973,0.18,0.3
1635751810.6225338,0.0375,0.3
1635751811.1246898,0.0375,0.3
1635751811.6271458,0.11249999999999999,0.3
1635751812.1292965,0.18,0.3
1635751812.6311688,0.18,0.3
1635751813.1329381,0.0375,0.3
1635751813.6347578,0.18,0.3
1635751814.1363077,0.0375,0.3
1635751814.6387537,0.11249999999999999,0.3
1635751815.140798,0.18,0.3
1635751815.6431615,0.11249999999999999,0.3
1635751816.1455534,0.18,0.3
1635751816.6471915,0.18,0.3
1635751817.1489344,0.18,0.3
1635751817.650708,0.3,0.3
1635751818.1523511,0.18,0.3
1635751818.65452,0.3,0.3
1635751819.1567974,0.18,0.3
1635751819.6583927,0.18,0.3
1635751820.159882,0.3,0.18
1635751820.6613858,0.18,0.3
1635751821.1631637,0.3,0.3
1635751821.6648874,0.3,0.3
1635751822.1664233,0.3,0.3
1635751822.6680043,0.3,0.18
1635751823.1696262,0.18,0.3
1635751823.6718824,0.18,0.3
1635751824.173703,0.3,0.18
1635751824.6755397,0.3,0.3
1635751825.1771727,0.11249999999999999,0.3
1635751825.6788785,0.0375,0.3
1635751826.1806464,0.18,0.3
1635751826.6825645,0.18,0.3
1635751827.1843066,0.0375,0.3
1635751827.6860678,0.18,0.3
1635751828.1877255,0.18,0.3
1635751828.68928,0.0375,0.3
1635751829.1907735,0.0375,0.3
1635751829.692222,0.18,0.3
1635751830.193703,0.0375,0.3
1635751830.6953425,0.0375,0.3
1635751831.1968007,0.11249999999999999,0.3
1635751831.6984138,0.18,0.3
1635751832.2000115,0.0375,0.3
1635751832.7017136,0.18,0.3
1635751833.203941,0.3,0.3
1635751833.7060268,0.18,0.3
1635751834.2077584,0.0375,0.3
1635751834.709708,0.3,0.3
1635751835.2115083,0.3,0.3
1635751835.713205,0.18,0.3
1635751836.2147768,0.18,0.3
1635751836.7164462,0.3,0.18
1635751837.2180755,0.18,0.3
1635751837.7196703,0.3,0.18
1635751838.2212527,0.18,0.3
1635751838.7228043,0.3,0.18
1635751839.2244415,0.18,0.3
1635751839.7260845,0.3,0.3
1635751840.2277257,0.3,0.3
1635751840.729393,0.3,0.3
1635751841.2313824,0.3,0.3
1635751841.7332222,0.3,0.3
1635751842.2352617,0.3,0.3
1635751842.7369184,0.18,0.3
1635751843.2385912,0.0375,0.3
1635751843.7407923,0.0375,0.3
1635751844.2428966,0.18,0.3
1635751844.7450678,0.135,0.3
1635751845.2471879,0.0375,0.3
1635751845.7492223,0.18,0.3
1635751846.250848,0.18,0.3
1635751846.7539437,0.0375,0.3
1635751847.2554584,0.0375,0.3
1635751847.7576792,0.11249999999999999,0.3
1635751848.259412,0.11249999999999999,0.3
1635751848.7619288,0.18,0.3
1635751849.2637906,0.18,0.3
1635751849.7655675,0.0375,0.3
1635751850.2672174,0.3,0.3
1635751850.7689314,0.18,0.3
1635751851.27091,0.18,0.3
1635751851.7726538,0.18,0.3
1635751852.2749226,0.18,0.3
1635751852.7769482,0.3,0.3
1635751853.279888,0.3,0.3
1635751853.7814975,0.3,0.3
1635751854.2844865,0.18,0.3
1635751854.7868412,0.3,0.18
1635751855.2883441,0.18,0.3
1635751855.78996,0.3,0.3
1635751856.2914996,0.3,0.3
1635751856.7931967,0.3,0.3
1635751857.2950878,0.3,0.3
1635751857.7968185,0.18,0.3
1635751858.298497,0.18,0.3
1635751858.8002534,0.3,0.3
1635751859.302261,0.0375,0.3
1635751859.8040366,0.11249999999999999,0.3
1635751860.3055758,0.18,0.3
1635751860.807173,0.11249999999999999,0.3
