1635751778.10493636,0.04514000,-0.01110200,1.01455200,0.04843633,-0.00208045,0.28308000,-0.30821000,-0.25740750,-0.70052616,-1.10128617,-0.48801520
1635751778.16745901,0.04367600,-0.01146800,1.01443000,0.02772259,-0.02300562,-0.20692000,-0.13321000,0.19759250,-0.70052616,-1.10128617,-0.49181526
1635751778.22966218,0.04465200,-0.00951600,1.01345400,0.13734030,-0.03929266,0.03808000,-0.34321000,-0.04740750,-0.69204911,-1.10377083,-0.49181526
1635751778.29249930,0.04514000,-0.01110200,1.01357600,0.04785134,-0.03894094,-0.20692000,0.00679000,0.30259250,-0.69599532,-1.10377083,-0.49137679
1635751778.35530758,0.04575000,-0.01537200,1.01430800,-0.19271305,0.11436810,0.00308000,-0.23821000,-0.01240750,-0.69599532,-1.10377083,-0.49137679
1635751778.41833830,0.04477400,-0.01098000,1.01211200,0.05388966,-0.13226581,0.10808000,-0.34321000,0.05759250,-0.71031862,-1.09880152,-0.49108448
1635751778.48099923,0.04550600,-0.01183400,1.01125800,0.00499512,-0.05173221,-0.06692000,-0.02821000,0.23259250,-0.69804151,-1.09807074,-0.48319205
1635751778.54324174,0.04599400,-0.01256600,1.01809000,0.19464724,-0.02071017,0.10808000,-0.51821000,-0.11740750,-0.69804151,-1.09807074,-0.48319205
1635751778.60498595,0.04575000,-0.01146800,1.01711400,0.02349447,-0.15668306,-0.03192000,-0.16821000,-0.08240750,-0.69497223,-1.09836305,-0.47997662
1635751778.66716647,0.04428600,-0.01146800,1.01565000,-0.11777607,0.15329478,0.31808000,-0.48321000,-0.04740750,-0.70169541,-1.10406314,-0.49006139
1635751778.73023987,0.04501800,-0.01207800,1.01455200,-0.00574468,-0.10886795,0.10808000,-0.16821000,0.58259250,-0.70169541,-1.10406314,-0.49006139
1635751778.79315805,0.04477400,-0.01220000,1.01565000,-0.11515833,-0.08631034,-0.10192000,-0.16821000,0.12759250,-0.69877229,-1.10055539,-0.48947676
1635751778.85626388,0.04587200,-0.01171200,1.01931000,0.01700657,0.20831006,-0.90692000,0.70679000,1.07259250,-0.69877229,-1.10055539,-0.48947676
1635751778.92087269,0.04489600,-0.01317600,1.01235600,-0.07013899,-0.05576728,0.07308000,-0.27321000,0.09259250,-0.70081847,-1.10216311,-0.49079217
1635751778.98858643,0.04636000,-0.01146800,1.01430800,0.02756725,-0.02362262,-0.24192000,-0.13321000,0.23259250,-0.70257235,-1.10070155,-0.49736919
1635751779.05244493,0.04489600,-0.01220000,1.01491800,-0.04636253,0.01718566,-0.31192000,-0.02821000,0.44259250,-0.70257235,-1.10070155,-0.49736919
1635751779.11517119,0.04428600,-0.01037000,1.01528400,0.09685202,0.07656859,0.24808000,-0.48321000,-0.11740750,-0.69453376,-1.10172464,-0.49429991
1635751779.17712688,0.04453000,-0.01146800,1.01589400,0.02866354,-0.03990903,0.45808000,-0.58821000,-0.32740750,-0.69570301,-1.10157849,-0.49035370
1635751779.23937154,0.04453000,-0.01134600,1.01565000,0.03530271,0.12431882,0.17808000,-0.51821000,-0.08240750,-0.69570301,-1.10157849,-0.49035370
1635751779.30207968,0.04721400,-0.01256600,1.01430800,-0.03441032,0.16930628,-0.13692000,-0.09821000,0.33759250,-0.69921076,-1.10230927,-0.49210757
